0	-110.24162076221	-232.005855663322	-141.578813942555	0.370102047184997	146.259815106435	227.165405698973	164.916355050582
0	-100.268284848043	-200.43099586838	-121.753955983922	2.71283384404133	118.769974891139	193.936557274934	158.006508295917
0	-150.227472777754	-326.674212175297	-193.64657869975	7.37708691356932	178.515713989723	293.09766909052	242.532405313063
0	-86.43970189817	-199.561304710909	-119.106418115519	17.2527758636807	109.611090326483	164.351875749375	114.52674089651
0	-176.685090586775	-365.829426918553	-238.706903716306	11.7259774552748	206.811472974601	317.58028364028	253.4259582384
0	-224.796997199955	-433.387011806655	-288.687790339106	10.1315276073692	251.305041988677	392.878043904416	326.515127082446
0	-217.040347399444	-457.048414944997	-298.138039214842	10.2995721283074	268.191248794716	443.935415520696	335.625065686074
0	-246.909914433476	-497.343354286863	-315.693373174815	22.3566411493312	280.708479583476	451.150086186294	371.966932564735
0	-195.452137079844	-421.570651402006	-268.531688144575	11.6367749084705	245.01580615099	380.596486939196	288.342058027047
0	-175.432000098589	-376.658940762724	-241.301657322685	12.0912877702483	219.697574416127	341.701170282747	247.263214811661
0	-175.412043548936	-403.2448213165	-270.361369134127	7.27091507565098	242.303859004601	367.275604703413	265.997871174055
0	-171.690947451628	-375.906501739264	-256.513863340485	2.17598476246561	231.061073441101	364.228824531312	264.999469414914
0	-64.5046951584928	-149.018156980856	-99.3690230601598	0.672284173283394	93.7959008680719	136.602082382115	86.742297448546
0	-104.868846694818	-229.459413790159	-151.44109055679	6.84998020031412	135.656828576038	203.424176108539	155.225412173077
0	-170.938346248464	-350.051375968522	-229.258207722807	7.12845531589038	200.37444144252	336.164053063347	282.065731913792
0	-174.166188249881	-351.194014942747	-215.34110788059	7.45328915386069	190.35713220532	346.840950682517	283.045699560941
0	-165.450621618899	-353.553098075115	-222.161904515878	0.366683876462591	211.814286450797	352.570560519025	257.790556625046
0	-151.642119258693	-308.286325747002	-203.929895535354	-3.79475786621934	192.784627793705	303.984401515022	232.700429378107
0	-215.206988950691	-434.265452303597	-289.521478557418	11.7561947090911	254.596832362048	389.605600076301	319.467355954478
